subject,relation,object
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),identifier,"""Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA)_5367371355914240"""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),name,""""""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),name,"""Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA)"""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),hasMap,XMLSchema#anyUri
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),areaServed,"""This program covers residents of All US states and territories."""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),provider,Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA)
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),address,"""3900 Woodland Avenue, Philadelphia, PA 19104"""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),longitude,XMLSchema#decimal
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),availableChannel,AB-Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA)
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),availableChannel,P-Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA)
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),containedInPlace,19104
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),description,Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA)
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),telephone,"""tel:+1-800-273-8255"""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),text,"""VHA Substance Use Disorder Program offers a number of options for all eligible veterans seeking treatment for substance use problems.  Available treatments address all types of problems related to substance use, from unhealthy use of alcohol to life-threatening addictions.This program provides:- First-time screening for alcohol or tobacco use in all care locations- Short outpatient counseling including focus on motivation- Intensive outpatient treatment- Residential (live-in) care- Medically managed detoxification (stopping substance use safely) and services to get stable- Continuing care and relapse prevention- Marriage and family counseling- Self-help groups- Drug substitution therapies and newer medicines to reduce cravingDecisions as to which services are provided and how intense they are will be based on the patient’s needs and desires.All veterans are encouraged to enroll in the VA Health Care System. To begin the process, please complete an Application for Health Care Benefits. You can submit the form online, or you may print the form to be mailed or brought to your local VA medical center or clinic."""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
Substance Use Disorder SUD Program (Department Of Veterans Affairs VA - Veterans Health Administration VHA),conditionsOfAccess,"""If you served in the active military, naval or air service and are separated under any condition other than dishonorable, you may qualify for VA health care benefits. Current and former members of the Reserves or National Guard who were called to active duty (other than for training only) by a federal order and completed the full period for which they were called or ordered to active duty may be eligible for VA health care as well."""
The Recovery & Education Center REC (Wedge Recovery Center),latitude,40.007689
The Recovery & Education Center REC (Wedge Recovery Center),audience,Lgbtqia
The Recovery & Education Center REC (Wedge Recovery Center),category,MedicationManagement
The Recovery & Education Center REC (Wedge Recovery Center),audience,AllMentalHealth
The Recovery & Education Center REC (Wedge Recovery Center),category,SupportGroups
The Recovery & Education Center REC (Wedge Recovery Center),category,MentalHealthCare
The Recovery & Education Center REC (Wedge Recovery Center),language,English
The Recovery & Education Center REC (Wedge Recovery Center),availability,Available
The Recovery & Education Center REC (Wedge Recovery Center),audience,AlcoholDependency
The Recovery & Education Center REC (Wedge Recovery Center),audience,BenefitRecipients
The Recovery & Education Center REC (Wedge Recovery Center),audience,SubstanceDependency
The Recovery & Education Center REC (Wedge Recovery Center),category,UnderstandMentalHealth
The Recovery & Education Center REC (Wedge Recovery Center),category,SubstanceAbuseCounseling
The Recovery & Education Center REC (Wedge Recovery Center),category,AddictionAndRecovery
The Recovery & Education Center REC (Wedge Recovery Center),audience,Adults18
The Recovery & Education Center REC (Wedge Recovery Center),category,SpiritualSupport
The Recovery & Education Center REC (Wedge Recovery Center),category,GroupTherapy
The Recovery & Education Center REC (Wedge Recovery Center),audience,OpioidDependency
The Recovery & Education Center REC (Wedge Recovery Center),category,OutpatientTreatment
The Recovery & Education Center REC (Wedge Recovery Center),cost,ReducedCost
The Recovery & Education Center REC (Wedge Recovery Center),category,PeerSupport
The Recovery & Education Center REC (Wedge Recovery Center),audience,DualDiagnosis
The Recovery & Education Center REC (Wedge Recovery Center),category,IndividualCounseling
The Recovery & Education Center REC (Wedge Recovery Center),service type,Mental Health
The Recovery & Education Center REC (Wedge Recovery Center),postalCode,"""19140"""
The Recovery & Education Center REC (Wedge Recovery Center),url,"""https://www.twitter.com/@WedgeRecovery"""
The Recovery & Education Center REC (Wedge Recovery Center),url,"""https://www.facebook.com/wedgerecoverycenters/"""
The Recovery & Education Center REC (Wedge Recovery Center),identifier,"""The Recovery & Education Center REC (Wedge Recovery Center)_4689179354857472"""
The Recovery & Education Center REC (Wedge Recovery Center),name,"""The Recovery & Education Center REC (Wedge Recovery Center)"""
The Recovery & Education Center REC (Wedge Recovery Center),name,""""""
The Recovery & Education Center REC (Wedge Recovery Center),hasMap,XMLSchema#anyUri
The Recovery & Education Center REC (Wedge Recovery Center),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
The Recovery & Education Center REC (Wedge Recovery Center),provider,The Recovery & Education Center REC (Wedge Recovery Center)
The Recovery & Education Center REC (Wedge Recovery Center),address,"""3604 Germantown Avenue, Philadelphia, PA 19140"""
The Recovery & Education Center REC (Wedge Recovery Center),longitude,XMLSchema#decimal
The Recovery & Education Center REC (Wedge Recovery Center),availableChannel,AB-The Recovery & Education Center REC (Wedge Recovery Center)
The Recovery & Education Center REC (Wedge Recovery Center),availableChannel,P-The Recovery & Education Center REC (Wedge Recovery Center)
The Recovery & Education Center REC (Wedge Recovery Center),containedInPlace,19140
The Recovery & Education Center REC (Wedge Recovery Center),description,The Recovery & Education Center REC (Wedge Recovery Center)
The Recovery & Education Center REC (Wedge Recovery Center),telephone,"""tel:+1-215-276-3922"""
The Recovery & Education Center REC (Wedge Recovery Center),text,"""Wedge Recovery Center's Recovery & Education Center (REC) is a day program that combines Outpatient Mental Health Services and Psychiatric Rehabilitation to provide specialized services for individuals who carry a diagnosis of a major mood disorder, a psychotic disorder and/or Borderline Personality Disorder to ensure people in recovery have a safe space to redefine themselves. We offer: - Educational groups- Peer Support- Health, Wellness, and Faith-Based services- Community-based Support and Learning- Individual Therapy and Crisis Support- Group Therapy- Psychiatry (Medication Management)- Co-occurring (Mental Health and Drug & Alcohol) Support- Optional Older Adult ProgramOur ultimate goal is to help a person understand that they are a valued and needed part of society. No person’s recovery journey is the same, therefore there is no standard timeframe on REC services. Scheduling is choice-driven, members choose from the “menu” of services for the days, times, and activities that best fit their personal needs. The Older Adult Program is open on Saturdays, as well.Once a person completes the REC program they are welcome to transition to our Mental Health Outpatient program. If a person wishes to attend REC, they are able to do so right away, there is no waiting time for starting REC services.We accept Medicaid insurance for all of our REC services."""
The Recovery & Education Center REC (Wedge Recovery Center),xmlschema11-2#time,"""Saturday Closed"
The Recovery & Education Center REC (Wedge Recovery Center),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
The Recovery & Education Center REC (Wedge Recovery Center),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
The Recovery & Education Center REC (Wedge Recovery Center),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
The Recovery & Education Center REC (Wedge Recovery Center),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
The Recovery & Education Center REC (Wedge Recovery Center),xmlschema11-2#time,"""Sunday Closed"
The Recovery & Education Center REC (Wedge Recovery Center),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
The Recovery & Education Center REC (Wedge Recovery Center),conditionsOfAccess,""""""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),latitude,40.0158615
Substance Use Treatment (Asociación Puertorriqueños en Marcha),category,MedicationsForAddiction
Substance Use Treatment (Asociación Puertorriqueños en Marcha),category,GroupTherapy
Substance Use Treatment (Asociación Puertorriqueños en Marcha),audience,BenefitRecipients
Substance Use Treatment (Asociación Puertorriqueños en Marcha),category,OutpatientTreatment
Substance Use Treatment (Asociación Puertorriqueños en Marcha),audience,Adults
Substance Use Treatment (Asociación Puertorriqueños en Marcha),audience,YoungAdults
Substance Use Treatment (Asociación Puertorriqueños en Marcha),audience,OpioidDependency
Substance Use Treatment (Asociación Puertorriqueños en Marcha),language,Portuguese
Substance Use Treatment (Asociación Puertorriqueños en Marcha),language,Korean
Substance Use Treatment (Asociación Puertorriqueños en Marcha),audience,Teens
Substance Use Treatment (Asociación Puertorriqueños en Marcha),audience,LowIncome
Substance Use Treatment (Asociación Puertorriqueños en Marcha),cost,SlidingScale
Substance Use Treatment (Asociación Puertorriqueños en Marcha),audience,SubstanceDependency
Substance Use Treatment (Asociación Puertorriqueños en Marcha),category,SubstanceAbuseCounseling
Substance Use Treatment (Asociación Puertorriqueños en Marcha),audience,LimitedEnglish
Substance Use Treatment (Asociación Puertorriqueños en Marcha),language,Russian
Substance Use Treatment (Asociación Puertorriqueños en Marcha),language,Chinese
Substance Use Treatment (Asociación Puertorriqueños en Marcha),category,AddictionAndRecovery
Substance Use Treatment (Asociación Puertorriqueños en Marcha),language,Arabic
Substance Use Treatment (Asociación Puertorriqueños en Marcha),audience,Uninsured
Substance Use Treatment (Asociación Puertorriqueños en Marcha),language,Spanish
Substance Use Treatment (Asociación Puertorriqueños en Marcha),audience,Seniors
Substance Use Treatment (Asociación Puertorriqueños en Marcha),language,English
Substance Use Treatment (Asociación Puertorriqueños en Marcha),audience,Latino
Substance Use Treatment (Asociación Puertorriqueños en Marcha),availability,Available
Substance Use Treatment (Asociación Puertorriqueños en Marcha),category,IndividualCounseling
Substance Use Treatment (Asociación Puertorriqueños en Marcha),service type,Mental Health
Substance Use Treatment (Asociación Puertorriqueños en Marcha),postalCode,"""19140"""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),url,"""https://www.facebook.com/apmforeveryone"""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),identifier,"""Substance Use Treatment (Asociación Puertorriqueños en Marcha)_5348732074983424"""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),name,"""Substance Use Treatment (Asociación Puertorriqueños en Marcha)"""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),name,""""""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),hasMap,XMLSchema#anyUri
Substance Use Treatment (Asociación Puertorriqueños en Marcha),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),provider,Substance Use Treatment (Asociación Puertorriqueños en Marcha)
Substance Use Treatment (Asociación Puertorriqueños en Marcha),address,"""4301 Rising Sun Avenue, Philadelphia, PA 19140"""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),longitude,XMLSchema#decimal
Substance Use Treatment (Asociación Puertorriqueños en Marcha),availableChannel,AB-Substance Use Treatment (Asociación Puertorriqueños en Marcha)
Substance Use Treatment (Asociación Puertorriqueños en Marcha),availableChannel,P-Substance Use Treatment (Asociación Puertorriqueños en Marcha)
Substance Use Treatment (Asociación Puertorriqueños en Marcha),containedInPlace,19140
Substance Use Treatment (Asociación Puertorriqueños en Marcha),description,Substance Use Treatment (Asociación Puertorriqueños en Marcha)
Substance Use Treatment (Asociación Puertorriqueños en Marcha),telephone,"""tel:+1-267-296-7220"""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),text,"""APM provides intensive and regular outpatient services to adolescents and adults with substance use and related disorders. Their staff are bilingual, culturally sensitive, and ready to meet the specific needs of individuals.Available services include: - Individual therapy sessions with a trained Substance use Counselor- Group sessions- Relapse prevention- Behavioral Health Education- Monthly Medication Management appointments with a physician- Medication Assisted Treatment (MAT) APM accepts Medicaid and offers a sliding fee scale based on income to uninsured patients. Contact one of the clinic locations to get started. Participants must complete the intake process, including urine screening and laboratories, and be examined by a therapist and physicians."""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),xmlschema11-2#time,"""Monday from 07:00 to 18:00"""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),xmlschema11-2#time,"""Thursday from 07:00 to 18:00"""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),xmlschema11-2#time,"""Friday from 07:00 to 18:00"""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),xmlschema11-2#time,"""Saturday Closed"
Substance Use Treatment (Asociación Puertorriqueños en Marcha),xmlschema11-2#time,"""Tuesday from 07:00 to 18:00"""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),xmlschema11-2#time,"""Wednesday from 07:00 to 18:00"""
Substance Use Treatment (Asociación Puertorriqueños en Marcha),xmlschema11-2#time,"""Sunday Closed"
Substance Use Treatment (Asociación Puertorriqueños en Marcha),conditionsOfAccess,"""This program serves adolescents and adults with substance use and related disorders."""
Mental Health Services (Cognitive Behavioral Services),latitude,40.0014257
Mental Health Services (Cognitive Behavioral Services),category,FamilyCounseling
Mental Health Services (Cognitive Behavioral Services),audience,Teens
Mental Health Services (Cognitive Behavioral Services),audience,Individuals
Mental Health Services (Cognitive Behavioral Services),audience,BenefitRecipients
Mental Health Services (Cognitive Behavioral Services),category,MentalHealthEvaluation
Mental Health Services (Cognitive Behavioral Services),audience,YoungAdults
Mental Health Services (Cognitive Behavioral Services),language,Spanish
Mental Health Services (Cognitive Behavioral Services),category,IndividualCounseling
Mental Health Services (Cognitive Behavioral Services),language,English
Mental Health Services (Cognitive Behavioral Services),category,DailyLifeSkills
Mental Health Services (Cognitive Behavioral Services),availability,Available
Mental Health Services (Cognitive Behavioral Services),category,MedicationsForMentalHealth
Mental Health Services (Cognitive Behavioral Services),audience,AllMentalHealth
Mental Health Services (Cognitive Behavioral Services),audience,Seniors
Mental Health Services (Cognitive Behavioral Services),category,AngerManagement
Mental Health Services (Cognitive Behavioral Services),audience,Children
Mental Health Services (Cognitive Behavioral Services),audience,Families
Mental Health Services (Cognitive Behavioral Services),audience,Adults
Mental Health Services (Cognitive Behavioral Services),category,SpecializedTherapy
Mental Health Services (Cognitive Behavioral Services),category,GroupTherapy
Mental Health Services (Cognitive Behavioral Services),cost,ReducedCost
Mental Health Services (Cognitive Behavioral Services),category,MentalHealthCare
Mental Health Services (Cognitive Behavioral Services),category,OutpatientTreatment
Mental Health Services (Cognitive Behavioral Services),service type,Mental Health
Mental Health Services (Cognitive Behavioral Services),postalCode,"""19140"""
Mental Health Services (Cognitive Behavioral Services),url,"""https://www.facebook.com/cognitivebehavioralservicesinc/"""
Mental Health Services (Cognitive Behavioral Services),identifier,"""Mental Health Services (Cognitive Behavioral Services)_4806418992726016"""
Mental Health Services (Cognitive Behavioral Services),name,""""""
Mental Health Services (Cognitive Behavioral Services),name,"""Mental Health Services (Cognitive Behavioral Services)"""
Mental Health Services (Cognitive Behavioral Services),hasMap,XMLSchema#anyUri
Mental Health Services (Cognitive Behavioral Services),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Mental Health Services (Cognitive Behavioral Services),provider,Mental Health Services (Cognitive Behavioral Services)
Mental Health Services (Cognitive Behavioral Services),address,"""3257 North 6th Street, Philadelphia, PA 19140"""
Mental Health Services (Cognitive Behavioral Services),longitude,XMLSchema#decimal
Mental Health Services (Cognitive Behavioral Services),longitude,XMLSchema#decimal
Mental Health Services (Cognitive Behavioral Services),availableChannel,AB-Mental Health Services (Cognitive Behavioral Services)
Mental Health Services (Cognitive Behavioral Services),availableChannel,P-Mental Health Services (Cognitive Behavioral Services)
Mental Health Services (Cognitive Behavioral Services),containedInPlace,19140
Mental Health Services (Cognitive Behavioral Services),description,Mental Health Services (Cognitive Behavioral Services)
Mental Health Services (Cognitive Behavioral Services),telephone,"""tel:+1-215-634-3976"""
Mental Health Services (Cognitive Behavioral Services),text,"""Cognitive Behavioral Services provides outpatient mental health evaluation and treatment to individuals and families in the Philadelphia area. Services include: - Psychiatric Evaluation- Psychotherapy- Medication Follow Ups- Couple and Family Therapy- Group Therapy- Anger Management Training- Dialectic Behavioral Therapy- Cognitive Therapy- Play Therapy- Stress Tolerance Skills Training- Mindfulness Skills TrainingCBS accepts Medicaid. Clients may call to schedule an appointment, or the provider takes walk-ins during all business hours."""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Monday from 08:00 to 18:30"""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Saturday from 06:00 to 10:00"""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Thursday from 08:00 to 19:00"""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Monday from 08:00 to 19:00"""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Wednesday from 08:00 to 18:30"""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Wednesday from 08:00 to 19:00"""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Thursday from 08:00 to 18:30"""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Friday from 08:00 to 18:30"""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Friday from 08:00 to 19:00"""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Saturday from 08:00 to 17:00"""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Tuesday from 08:00 to 18:30"""
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Sunday Closed"
Mental Health Services (Cognitive Behavioral Services),xmlschema11-2#time,"""Tuesday from 08:00 to 19:00"""
Mental Health Services (Cognitive Behavioral Services),conditionsOfAccess,"""This program helps people who are older than 4 years old.', 'Must have Medicaid."""
Hub of Hope (Project HOME),latitude,39.9542144
Hub of Hope (Project HOME),category,SexualAndReproductiveHealth
Hub of Hope (Project HOME),audience,Individuals
Hub of Hope (Project HOME),category,CheckupAndTest
Hub of Hope (Project HOME),audience,Families
Hub of Hope (Project HOME),category,OneOnOneSupport
Hub of Hope (Project HOME),availability,Available
Hub of Hope (Project HOME),category,CaseManagement
Hub of Hope (Project HOME),audience,Homeless
Hub of Hope (Project HOME),audience,AllAges
Hub of Hope (Project HOME),category,Meals
Hub of Hope (Project HOME),category,HelpFindHousing
Hub of Hope (Project HOME),language,English
Hub of Hope (Project HOME),cost,Free
Hub of Hope (Project HOME),category,MentalHealthEvaluation
Hub of Hope (Project HOME),category,NavigatingTheSystem
Hub of Hope (Project HOME),category,CommunitySupportServices
Hub of Hope (Project HOME),category,HelpFillOutForms
Hub of Hope (Project HOME),category,PersonalHygiene
Hub of Hope (Project HOME),category,PrimaryCare
Hub of Hope (Project HOME),service type,Mental Health
Hub of Hope (Project HOME),postalCode,"""19102"""
Hub of Hope (Project HOME),url,"""https://www.twitter.com/@ProjectHOME"""
Hub of Hope (Project HOME),url,"""https://www.facebook.com/projectHOME/"""
Hub of Hope (Project HOME),identifier,"""Hub of Hope (Project HOME)_5134319057633280"""
Hub of Hope (Project HOME),name,"""Hub of Hope (Project HOME)"""
Hub of Hope (Project HOME),name,""""""
Hub of Hope (Project HOME),hasMap,XMLSchema#anyUri
Hub of Hope (Project HOME),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Hub of Hope (Project HOME),provider,Hub of Hope (Project HOME)
Hub of Hope (Project HOME),address,"""1400 Arch Street, Philadelphia, PA 19102"""
Hub of Hope (Project HOME),longitude,XMLSchema#decimal
Hub of Hope (Project HOME),availableChannel,AB-Hub of Hope (Project HOME)
Hub of Hope (Project HOME),availableChannel,P-Hub of Hope (Project HOME)
Hub of Hope (Project HOME),containedInPlace,19102
Hub of Hope (Project HOME),description,Hub of Hope (Project HOME)
Hub of Hope (Project HOME),telephone,"""tel:+1-215-309-5225"""
Hub of Hope (Project HOME),text,"""The Hub of Hope offers a safe place where people who are experiencing homelessness can enjoy a warm cup of coffee, take a shower, wash their laundry, and speak to peers or resource coordinators and ultimately, begin the process of finding a permanent home.  In addition to social services, the Hub of Hope offers a range of health care services, including—primary medical care, behavioral health care, and reproductive health services.This program provides:- Primary care- Mental health care- Women's health- Help completing housing applications- Showers- Meals- Laundry facilities- One on one support- Meals on the weekend"""
Hub of Hope (Project HOME),xmlschema11-2#time,"""Monday from 07:00 to 16:00"""
Hub of Hope (Project HOME),xmlschema11-2#time,"""Sunday Closed"
Hub of Hope (Project HOME),xmlschema11-2#time,"""Tuesday from 07:00 to 16:00"""
Hub of Hope (Project HOME),xmlschema11-2#time,"""Wednesday from 07:00 to 16:00"""
Hub of Hope (Project HOME),xmlschema11-2#time,"""Saturday Closed"
Hub of Hope (Project HOME),xmlschema11-2#time,"""Friday from 07:00 to 16:00"""
Hub of Hope (Project HOME),xmlschema11-2#time,"""Thursday from 07:00 to 16:00"""
Hub of Hope (Project HOME),conditionsOfAccess,""""""
Therapy (Equilibria Psychological and Consultation Services),latitude,39.9419167
Therapy (Equilibria Psychological and Consultation Services),cost,ReducedCost
Therapy (Equilibria Psychological and Consultation Services),audience,Families
Therapy (Equilibria Psychological and Consultation Services),category,OutpatientTreatment
Therapy (Equilibria Psychological and Consultation Services),audience,AllMentalHealth
Therapy (Equilibria Psychological and Consultation Services),audience,YoungAdults
Therapy (Equilibria Psychological and Consultation Services),category,IndividualCounseling
Therapy (Equilibria Psychological and Consultation Services),category,FamilyCounseling
Therapy (Equilibria Psychological and Consultation Services),audience,Depression
Therapy (Equilibria Psychological and Consultation Services),audience,Spouses
Therapy (Equilibria Psychological and Consultation Services),audience,TraumaSurvivors
Therapy (Equilibria Psychological and Consultation Services),availability,NearCapacity
Therapy (Equilibria Psychological and Consultation Services),audience,Adults
Therapy (Equilibria Psychological and Consultation Services),language,English
Therapy (Equilibria Psychological and Consultation Services),audience,Teens
Therapy (Equilibria Psychological and Consultation Services),category,MentalHealthCare
Therapy (Equilibria Psychological and Consultation Services),audience,Individuals
Therapy (Equilibria Psychological and Consultation Services),audience,Seniors
Therapy (Equilibria Psychological and Consultation Services),audience,Anxiety
Therapy (Equilibria Psychological and Consultation Services),service type,Mental Health
Therapy (Equilibria Psychological and Consultation Services),postalCode,"""19151"""
Therapy (Equilibria Psychological and Consultation Services),url,"""https://www.facebook.com/modernstrategiesllc"""
Therapy (Equilibria Psychological and Consultation Services),identifier,"""Therapy (Equilibria Psychological and Consultation Services)_6619457166639104"""
Therapy (Equilibria Psychological and Consultation Services),name,"""Therapy (Equilibria Psychological and Consultation Services)"""
Therapy (Equilibria Psychological and Consultation Services),name,""""""
Therapy (Equilibria Psychological and Consultation Services),hasMap,XMLSchema#anyUri
Therapy (Equilibria Psychological and Consultation Services),areaServed,"""This program covers residents of the following cities: Voorhees, NJ, Willingboro, NJ, Exton, PA, Malvern, PA and Philadelphia, PA."""
Therapy (Equilibria Psychological and Consultation Services),provider,Therapy (Equilibria Psychological and Consultation Services)
Therapy (Equilibria Psychological and Consultation Services),address,"""525 South 4th Street, Philadelphia, PA 19151"""
Therapy (Equilibria Psychological and Consultation Services),longitude,XMLSchema#decimal
Therapy (Equilibria Psychological and Consultation Services),availableChannel,AB-Therapy (Equilibria Psychological and Consultation Services)
Therapy (Equilibria Psychological and Consultation Services),availableChannel,P-Therapy (Equilibria Psychological and Consultation Services)
Therapy (Equilibria Psychological and Consultation Services),containedInPlace,19151
Therapy (Equilibria Psychological and Consultation Services),description,Therapy (Equilibria Psychological and Consultation Services)
Therapy (Equilibria Psychological and Consultation Services),telephone,"""tel:+1-610-572-6288"""
Therapy (Equilibria Psychological and Consultation Services),text,"""Modern Intervention Strategies offers services to couples, teens, and adults who are facing stress, depression, anxiety, or other mental health concerns. The program’s experienced, compassionate specialists help each patient find the treatment options that will work best for their unique situation.This program provides:- Anxiety treatment- Depression counseling- Couples counseling- Teen therapy- Trauma therapy- EMDR therapyA reduced cost rate of $100 per session is available. This program is near capacity."""
Therapy (Equilibria Psychological and Consultation Services),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Therapy (Equilibria Psychological and Consultation Services),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Therapy (Equilibria Psychological and Consultation Services),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Therapy (Equilibria Psychological and Consultation Services),xmlschema11-2#time,"""Sunday Closed"
Therapy (Equilibria Psychological and Consultation Services),xmlschema11-2#time,"""Saturday Closed"
Therapy (Equilibria Psychological and Consultation Services),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Therapy (Equilibria Psychological and Consultation Services),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Therapy (Equilibria Psychological and Consultation Services),conditionsOfAccess,"""This program helps people who are older than 12 years old."""
Outpatient Mental Health Services (Child Guidance Resource Centers),latitude,39.9028317
Outpatient Mental Health Services (Child Guidance Resource Centers),category,MentalHealthEvaluation
Outpatient Mental Health Services (Child Guidance Resource Centers),category,IndividualCounseling
Outpatient Mental Health Services (Child Guidance Resource Centers),audience,Families
Outpatient Mental Health Services (Child Guidance Resource Centers),audience,WithChildren
Outpatient Mental Health Services (Child Guidance Resource Centers),audience,Teens
Outpatient Mental Health Services (Child Guidance Resource Centers),language,English
Outpatient Mental Health Services (Child Guidance Resource Centers),audience,Children
Outpatient Mental Health Services (Child Guidance Resource Centers),category,MedicationsForMentalHealth
Outpatient Mental Health Services (Child Guidance Resource Centers),audience,YoungAdults
Outpatient Mental Health Services (Child Guidance Resource Centers),audience,DevelopmentalDisability
Outpatient Mental Health Services (Child Guidance Resource Centers),category,MedicationManagement
Outpatient Mental Health Services (Child Guidance Resource Centers),audience,Autism
Outpatient Mental Health Services (Child Guidance Resource Centers),availability,Available
Outpatient Mental Health Services (Child Guidance Resource Centers),audience,AllMentalHealth
Outpatient Mental Health Services (Child Guidance Resource Centers),category,Counseling
Outpatient Mental Health Services (Child Guidance Resource Centers),category,OutpatientTreatment
Outpatient Mental Health Services (Child Guidance Resource Centers),category,MentalHealthCare
Outpatient Mental Health Services (Child Guidance Resource Centers),audience,Caregivers
Outpatient Mental Health Services (Child Guidance Resource Centers),cost,ReducedCost
Outpatient Mental Health Services (Child Guidance Resource Centers),category,FamilyCounseling
Outpatient Mental Health Services (Child Guidance Resource Centers),service type,Mental Health
Outpatient Mental Health Services (Child Guidance Resource Centers),postalCode,"""19153"""
Outpatient Mental Health Services (Child Guidance Resource Centers),url,"""https://www.twitter.com/@_CGRC"""
