subject,relation,object
Food Distribution (Mighty Writers),category,PersonalCareItems
Food Distribution (Mighty Writers),category,FoodPantry
Food Distribution (Mighty Writers),category,FoodPantry
Food Distribution (Mighty Writers),cost,Free
Food Distribution (Mighty Writers),cost,Free
Food Distribution (Mighty Writers),category,FoodPantry
Food Distribution (Mighty Writers),category,DiapersAndFormula
Food Distribution (Mighty Writers),availability,Available
Food Distribution (Mighty Writers),audience,Families
Food Distribution (Mighty Writers),availability,Available
Food Distribution (Mighty Writers),audience,Families
Food Distribution (Mighty Writers),audience,AnyoneInNeed
Food Distribution (Mighty Writers),category,Books
Food Distribution (Mighty Writers),category,DiapersAndFormula
Food Distribution (Mighty Writers),category,DiapersAndFormula
Food Distribution (Mighty Writers),category,Books
Food Distribution (Mighty Writers),audience,AllAges
Food Distribution (Mighty Writers),audience,AllAges
Food Distribution (Mighty Writers),category,PersonalCareItems
Food Distribution (Mighty Writers),service type,Food
Food Distribution (Mighty Writers),service type,Food
Food Distribution (Mighty Writers),postalCode,"""19121"""
Food Distribution (Mighty Writers),postalCode,"""19147"""
Food Distribution (Mighty Writers),url,"""https://www.twitter.com/@MightyWriters"""
Food Distribution (Mighty Writers),url,"""https://www.facebook.com/MightyWriters/"""
Food Distribution (Mighty Writers),url,"""https://www.twitter.com/@MightyWriters"""
Food Distribution (Mighty Writers),url,"""https://www.facebook.com/MightyWriters/"""
Food Distribution (Mighty Writers),identifier,"""Food Distribution (Mighty Writers)_5579956938342400"""
Food Distribution (Mighty Writers),identifier,"""Food Distribution (Mighty Writers)_6538010800422912"""
Food Distribution (Mighty Writers),name,"""Food Distribution (Mighty Writers)"""
Food Distribution (Mighty Writers),name,""""""
Food Distribution (Mighty Writers),name,""""""
Food Distribution (Mighty Writers),name,"""Food Distribution (Mighty Writers)"""
Food Distribution (Mighty Writers),hasMap,XMLSchema#anyUri
Food Distribution (Mighty Writers),hasMap,XMLSchema#anyUri
Food Distribution (Mighty Writers),areaServed,"""This program covers residents of the following cities: Atlantic City, NJ, Camden, NJ, Philadelphia, PA and Toughkenamon, PA."""
Food Distribution (Mighty Writers),areaServed,"""This program covers residents of the following cities: Atlantic City, NJ, Camden, NJ, Philadelphia, PA and Toughkenamon, PA."""
Food Distribution (Mighty Writers),provider,Food Distribution (Mighty Writers)
Food Distribution (Mighty Writers),provider,Food Distribution (Mighty Writers)
Food Distribution (Mighty Writers),address,"""2300 Master Street, Philadelphia, PA 19121"""
Food Distribution (Mighty Writers),address,"""1025 South 9th Street, Philadelphia, PA 19147"""
Food Distribution (Mighty Writers),longitude,XMLSchema#decimal
Food Distribution (Mighty Writers),longitude,XMLSchema#decimal
Food Distribution (Mighty Writers),availableChannel,AB-Food Distribution (Mighty Writers)
Food Distribution (Mighty Writers),availableChannel,AB-Food Distribution (Mighty Writers)
Food Distribution (Mighty Writers),availableChannel,P-Food Distribution (Mighty Writers)
Food Distribution (Mighty Writers),availableChannel,P-Food Distribution (Mighty Writers)
Food Distribution (Mighty Writers),containedInPlace,19121
Food Distribution (Mighty Writers),containedInPlace,19147
Food Distribution (Mighty Writers),description,Food Distribution (Mighty Writers)
Food Distribution (Mighty Writers),description,Food Distribution (Mighty Writers)
Food Distribution (Mighty Writers),telephone,"""tel:+1-267-239-0899"""
Food Distribution (Mighty Writers),telephone,"""tel:+1-267-239-0899"""
Food Distribution (Mighty Writers),text,"""Mighty Writers' response to the coronavirus, Mighty Writers will bolster and expand the recently launched food-literacy distribution. Each meal box will come with writing worksheets for kids in both English and Spanish. In addition, novels and children's books will be distributed weekly.This program provides:- Food to meet nutritional needs- Books"""
Food Distribution (Mighty Writers),text,"""Mighty Writers' response to the coronavirus, Mighty Writers will bolster and expand the recently launched food-literacy distribution. Each meal box will come with writing worksheets for kids in both English and Spanish. In addition, novels and children's books will be distributed weekly.This program provides:- Food to meet nutritional needs- Books"""
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Monday Closed"
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Sunday Closed"
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Sunday Closed"
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Thursday from 11:30 to 13:00"""
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Wednesday from 11:30 to 13:00"""
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Friday from 12:00 to 13:30"""
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Wednesday from 12:00 to 13:30"""
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Monday from 12:00 to 13:30"""
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Tuesday from 11:30 to 13:00"""
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Thursday from 12:00 to 13:30"""
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Friday from 11:30 to 13:00"""
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Tuesday from 12:00 to 13:30"""
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Saturday Closed"
Food Distribution (Mighty Writers),xmlschema11-2#time,"""Saturday Closed"
Food Distribution (Mighty Writers),conditionsOfAccess,"""Anyone can access this program."""
Food Distribution (Mighty Writers),conditionsOfAccess,"""Anyone can access this program."""
Food Pantry (Community of Compassion CDC),latitude,39.9526461
Food Pantry (Community of Compassion CDC),latitude,39.9527118
Food Pantry (Community of Compassion CDC),audience,Individuals
Food Pantry (Community of Compassion CDC),category,EmergencyFood
Food Pantry (Community of Compassion CDC),category,EmergencyFood
Food Pantry (Community of Compassion CDC),category,FoodPantry
Food Pantry (Community of Compassion CDC),language,English
Food Pantry (Community of Compassion CDC),availability,Available
Food Pantry (Community of Compassion CDC),cost,Free
Food Pantry (Community of Compassion CDC),category,FoodPantry
Food Pantry (Community of Compassion CDC),audience,Families
Food Pantry (Community of Compassion CDC),audience,AnyoneInNeed
Food Pantry (Community of Compassion CDC),audience,AllAges
Food Pantry (Community of Compassion CDC),service type,Food
Food Pantry (Community of Compassion CDC),postalCode,"""19143"""
Food Pantry (Community of Compassion CDC),url,"""None"""
Food Pantry (Community of Compassion CDC),url,"""https://www.facebook.com/communityofcompassioncdc"""
Food Pantry (Community of Compassion CDC),url,"""https://twitter.com/community_cdc"""
Food Pantry (Community of Compassion CDC),identifier,"""Food Pantry (Community of Compassion CDC)_6260879273361408"""
Food Pantry (Community of Compassion CDC),name,""""""
Food Pantry (Community of Compassion CDC),name,"""Food Pantry (Community of Compassion CDC)"""
Food Pantry (Community of Compassion CDC),hasMap,XMLSchema#anyUri
Food Pantry (Community of Compassion CDC),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Food Pantry (Community of Compassion CDC),provider,Food Pantry (Community of Compassion CDC)
Food Pantry (Community of Compassion CDC),address,"""6150 Cedar Avenue, Philadelphia, PA 19143"""
Food Pantry (Community of Compassion CDC),longitude,XMLSchema#decimal
Food Pantry (Community of Compassion CDC),longitude,XMLSchema#decimal
Food Pantry (Community of Compassion CDC),availableChannel,AB-Food Pantry (Community of Compassion CDC)
Food Pantry (Community of Compassion CDC),availableChannel,P-Food Pantry (Community of Compassion CDC)
Food Pantry (Community of Compassion CDC),containedInPlace,19143
Food Pantry (Community of Compassion CDC),description,Food Pantry (Community of Compassion CDC)
Food Pantry (Community of Compassion CDC),telephone,"""tel:+1-267-767-1216"""
Food Pantry (Community of Compassion CDC),text,"""The Community of Compassion CDC Food Pantry provides quality food items to households experiencing food insecurity. This program supplies critical nutrition to hungry individuals and families. This program provides:- Food to meet basic nutritional needs"""
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Tuesday Closed"
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Sunday Closed"
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Thursday Closed"
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Friday Closed"
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Saturday Closed"
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Wednesday from 08:00 to 11:00"""
Food Pantry (Community of Compassion CDC),xmlschema11-2#time,"""Monday from 08:00 to 11:00"""
Food Pantry (Community of Compassion CDC),conditionsOfAccess,"""Anyone can access this program."""
Food Pantry (Mizpah Seventh Day Adventist Church),latitude,40.0116705
Food Pantry (Mizpah Seventh Day Adventist Church),audience,Families
Food Pantry (Mizpah Seventh Day Adventist Church),category,FoodPantry
Food Pantry (Mizpah Seventh Day Adventist Church),category,SpiritualSupport
Food Pantry (Mizpah Seventh Day Adventist Church),audience,AllAges
Food Pantry (Mizpah Seventh Day Adventist Church),availability,Available
Food Pantry (Mizpah Seventh Day Adventist Church),language,English
Food Pantry (Mizpah Seventh Day Adventist Church),cost,Free
Food Pantry (Mizpah Seventh Day Adventist Church),audience,Individuals
Food Pantry (Mizpah Seventh Day Adventist Church),audience,AnyoneInNeed
Food Pantry (Mizpah Seventh Day Adventist Church),service type,Food
Food Pantry (Mizpah Seventh Day Adventist Church),postalCode,"""19124"""
Food Pantry (Mizpah Seventh Day Adventist Church),url,"""None"""
Food Pantry (Mizpah Seventh Day Adventist Church),url,"""https://www.facebook.com/mizpahsda.16503/"""
Food Pantry (Mizpah Seventh Day Adventist Church),identifier,"""Food Pantry (Mizpah Seventh Day Adventist Church)_5440525052936192"""
Food Pantry (Mizpah Seventh Day Adventist Church),name,"""Food Pantry (Mizpah Seventh Day Adventist Church)"""
Food Pantry (Mizpah Seventh Day Adventist Church),name,""""""
Food Pantry (Mizpah Seventh Day Adventist Church),hasMap,XMLSchema#anyUri
Food Pantry (Mizpah Seventh Day Adventist Church),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Food Pantry (Mizpah Seventh Day Adventist Church),provider,Food Pantry (Mizpah Seventh Day Adventist Church)
Food Pantry (Mizpah Seventh Day Adventist Church),address,"""4355 Paul Street, Philadelphia, PA 19124"""
Food Pantry (Mizpah Seventh Day Adventist Church),longitude,XMLSchema#decimal
Food Pantry (Mizpah Seventh Day Adventist Church),availableChannel,AB-Food Pantry (Mizpah Seventh Day Adventist Church)
Food Pantry (Mizpah Seventh Day Adventist Church),availableChannel,P-Food Pantry (Mizpah Seventh Day Adventist Church)
Food Pantry (Mizpah Seventh Day Adventist Church),containedInPlace,19124
Food Pantry (Mizpah Seventh Day Adventist Church),description,Food Pantry (Mizpah Seventh Day Adventist Church)
Food Pantry (Mizpah Seventh Day Adventist Church),telephone,"""tel:+1-215-535-5995"""
Food Pantry (Mizpah Seventh Day Adventist Church),text,"""Mizpah Seventh Day Adventist Church helps alleviate hunger in our community in an environment of respect, care and hospitality.Service:- Foods to meet basic nutritional needsClients may visit our food pantry 1 time a week. Please call for any updated information. We give out clothing to those in need men, women and children all are welcome."""
Food Pantry (Mizpah Seventh Day Adventist Church),xmlschema11-2#time,"""Saturday Closed"
Food Pantry (Mizpah Seventh Day Adventist Church),xmlschema11-2#time,"""Sunday Closed"
Food Pantry (Mizpah Seventh Day Adventist Church),xmlschema11-2#time,"""Friday Closed"
Food Pantry (Mizpah Seventh Day Adventist Church),xmlschema11-2#time,"""Monday Closed"
Food Pantry (Mizpah Seventh Day Adventist Church),xmlschema11-2#time,"""Wednesday Closed"
Food Pantry (Mizpah Seventh Day Adventist Church),xmlschema11-2#time,"""Tuesday from 10:00 to 12:30"""
Food Pantry (Mizpah Seventh Day Adventist Church),xmlschema11-2#time,"""Thursday from 10:00 to 12:30"""
Food Pantry (Mizpah Seventh Day Adventist Church),conditionsOfAccess,"""Anyone can access this program."""
Fresh Produce (Sanctuary Farm),latitude,39.9801781
Fresh Produce (Sanctuary Farm),audience,Individuals
Fresh Produce (Sanctuary Farm),audience,AllAges
Fresh Produce (Sanctuary Farm),audience,AnyoneInNeed
Fresh Produce (Sanctuary Farm),cost,Free
Fresh Produce (Sanctuary Farm),availability,Available
Fresh Produce (Sanctuary Farm),category,FoodPantry
Fresh Produce (Sanctuary Farm),category,FoodPantry
Fresh Produce (Sanctuary Farm),audience,Families
Fresh Produce (Sanctuary Farm),language,English
Fresh Produce (Sanctuary Farm),service type,Food
Fresh Produce (Sanctuary Farm),postalCode,"""19121"""
Fresh Produce (Sanctuary Farm),url,"""https://www.facebook.com/SanctuaryFarmPhila/"""
Fresh Produce (Sanctuary Farm),url,"""None"""
Fresh Produce (Sanctuary Farm),identifier,"""Fresh Produce (Sanctuary Farm)_5307426591604736"""
Fresh Produce (Sanctuary Farm),name,"""Fresh Produce (Sanctuary Farm)"""
Fresh Produce (Sanctuary Farm),name,""""""
Fresh Produce (Sanctuary Farm),hasMap,XMLSchema#anyUri
Fresh Produce (Sanctuary Farm),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Fresh Produce (Sanctuary Farm),provider,Fresh Produce (Sanctuary Farm)
Fresh Produce (Sanctuary Farm),address,"""1622 North 22nd Street, Philadelphia, PA 19121"""
Fresh Produce (Sanctuary Farm),longitude,XMLSchema#decimal
Fresh Produce (Sanctuary Farm),availableChannel,AB-Fresh Produce (Sanctuary Farm)
Fresh Produce (Sanctuary Farm),availableChannel,P-Fresh Produce (Sanctuary Farm)
Fresh Produce (Sanctuary Farm),containedInPlace,19121
Fresh Produce (Sanctuary Farm),description,Fresh Produce (Sanctuary Farm)
Fresh Produce (Sanctuary Farm),telephone,"""tel:+1-267-703-0194"""
Fresh Produce (Sanctuary Farm),text,"""Sanctuary Farm provides free organic vegetables and produce to community members. This program provides:- Free produce The farm stand is open on Tuesdays and Thursdays at 1622 North 22nd St. and Saturdays at 2337 West Berks St."""
Fresh Produce (Sanctuary Farm),xmlschema11-2#time,"""Tuesday from 09:00 to 12:00"""
Fresh Produce (Sanctuary Farm),xmlschema11-2#time,"""Wednesday Closed"
Fresh Produce (Sanctuary Farm),xmlschema11-2#time,"""Thursday from 09:00 to 12:00"""
Fresh Produce (Sanctuary Farm),xmlschema11-2#time,"""Saturday Closed"
Fresh Produce (Sanctuary Farm),xmlschema11-2#time,"""Sunday Closed"
Fresh Produce (Sanctuary Farm),xmlschema11-2#time,"""Friday Closed"
Fresh Produce (Sanctuary Farm),xmlschema11-2#time,"""Monday Closed"
Fresh Produce (Sanctuary Farm),conditionsOfAccess,"""Anyone can access this program."""
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",latitude,39.9948466
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",category,FoodPantry
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",category,Books
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",audience,AnyoneInNeed
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",audience,AllAges
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",availability,Available
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",category,Clothing
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",language,English
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",cost,Free
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",category,FoodPantry
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",category,Books
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",category,Clothing
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",service type,Food
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",postalCode,"""19132"""
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",url,"""None"""
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",identifier,"""Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)_5148792120410112"""
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",name,""""""
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",name,"""Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)"""
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",hasMap,XMLSchema#anyUri
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",provider,"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)"
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",address,"""1701 West Lehigh Avenue, Philadelphia, PA 19132"""
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",longitude,XMLSchema#decimal
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",availableChannel,"AB-Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)"
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",availableChannel,"P-Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)"
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",containedInPlace,19132
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",description,"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)"
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",telephone,"""tel:+1-267-761-4944"""
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",text,"""Ujima Friends Peace Center hosts a give-away event twice a month to provide free groceries, clothing, and books to the community.This program provides:- Groceries- Clothing- BooksThe program is held on the second and last Saturdays of each month. Tables will be set up to distribute items in the Peace Center parking lot and on the sidewalk."""
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",xmlschema11-2#time,"""Saturday from 12:00 to 14:00"""
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",xmlschema11-2#time,"""Friday Closed"
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",xmlschema11-2#time,"""Monday Closed"
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",xmlschema11-2#time,"""Thursday Closed"
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",xmlschema11-2#time,"""Tuesday Closed"
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",xmlschema11-2#time,"""Sunday Closed"
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",xmlschema11-2#time,"""Wednesday Closed"
"Grocery, Clothing, and Book Give A Way (Ujima Friends Peace Center)",conditionsOfAccess,"""Anyone can access this program."""
Food Pantry (New Testament Church of God - Community Outreach Mission),latitude,39.9456921
Food Pantry (New Testament Church of God - Community Outreach Mission),audience,Families
Food Pantry (New Testament Church of God - Community Outreach Mission),language,English
Food Pantry (New Testament Church of God - Community Outreach Mission),category,Clothing
Food Pantry (New Testament Church of God - Community Outreach Mission),audience,AnyoneInNeed
Food Pantry (New Testament Church of God - Community Outreach Mission),category,SuppliesForSchool
Food Pantry (New Testament Church of God - Community Outreach Mission),category,FoodPantry
Food Pantry (New Testament Church of God - Community Outreach Mission),availability,Available
Food Pantry (New Testament Church of God - Community Outreach Mission),category,PersonalCareItems
Food Pantry (New Testament Church of God - Community Outreach Mission),category,SuppliesForSchool
Food Pantry (New Testament Church of God - Community Outreach Mission),cost,Free
Food Pantry (New Testament Church of God - Community Outreach Mission),category,PersonalCareItems
Food Pantry (New Testament Church of God - Community Outreach Mission),category,Clothing
Food Pantry (New Testament Church of God - Community Outreach Mission),category,FoodPantry
Food Pantry (New Testament Church of God - Community Outreach Mission),audience,AllAges
Food Pantry (New Testament Church of God - Community Outreach Mission),audience,Individuals
Food Pantry (New Testament Church of God - Community Outreach Mission),service type,Food
Food Pantry (New Testament Church of God - Community Outreach Mission),postalCode,"""19143"""
Food Pantry (New Testament Church of God - Community Outreach Mission),url,"""None"""
Food Pantry (New Testament Church of God - Community Outreach Mission),identifier,"""Food Pantry (New Testament Church of God - Community Outreach Mission)_6265791971065856"""
Food Pantry (New Testament Church of God - Community Outreach Mission),name,"""Food Pantry (New Testament Church of God - Community Outreach Mission)"""
Food Pantry (New Testament Church of God - Community Outreach Mission),name,""""""
Food Pantry (New Testament Church of God - Community Outreach Mission),hasMap,XMLSchema#anyUri
Food Pantry (New Testament Church of God - Community Outreach Mission),areaServed,"""This program covers residents of the following counties: Delaware County, PA and Philadelphia County, PA."""
Food Pantry (New Testament Church of God - Community Outreach Mission),provider,Food Pantry (New Testament Church of God - Community Outreach Mission)
Food Pantry (New Testament Church of God - Community Outreach Mission),address,"""935 South 53rd Street, Philadelphia, PA 19143"""
Food Pantry (New Testament Church of God - Community Outreach Mission),longitude,XMLSchema#decimal
Food Pantry (New Testament Church of God - Community Outreach Mission),availableChannel,AB-Food Pantry (New Testament Church of God - Community Outreach Mission)
Food Pantry (New Testament Church of God - Community Outreach Mission),availableChannel,P-Food Pantry (New Testament Church of God - Community Outreach Mission)
Food Pantry (New Testament Church of God - Community Outreach Mission),containedInPlace,19143
Food Pantry (New Testament Church of God - Community Outreach Mission),description,Food Pantry (New Testament Church of God - Community Outreach Mission)
Food Pantry (New Testament Church of God - Community Outreach Mission),telephone,"""tel:+1-215-472-6630"""
Food Pantry (New Testament Church of God - Community Outreach Mission),text,"""The Community Outreach Mission provides basic items to families with children from our surrounding areas. Some of our focus areas are senior citizens, pregnant mothers, school age children, youths, individuals with disabilities, and underprivileged families as a whole.This program provides:- Food to meet basic nutritional needs - School supplies- Clothing- Toiletries- Additional services as neededThe food pantry is open every Saturday at 12pm and on Sundays post-service."""
Food Pantry (New Testament Church of God - Community Outreach Mission),xmlschema11-2#time,"""Saturday from 12:00 to 14:00"""
Food Pantry (New Testament Church of God - Community Outreach Mission),xmlschema11-2#time,"""Wednesday Closed"
Food Pantry (New Testament Church of God - Community Outreach Mission),xmlschema11-2#time,"""Monday Closed"
Food Pantry (New Testament Church of God - Community Outreach Mission),xmlschema11-2#time,"""Sunday from 12:00 to 14:00"""
Food Pantry (New Testament Church of God - Community Outreach Mission),xmlschema11-2#time,"""Thursday Closed"
Food Pantry (New Testament Church of God - Community Outreach Mission),xmlschema11-2#time,"""Sunday Closed"
Food Pantry (New Testament Church of God - Community Outreach Mission),xmlschema11-2#time,"""Friday Closed"
Food Pantry (New Testament Church of God - Community Outreach Mission),xmlschema11-2#time,"""Tuesday Closed"
Food Pantry (New Testament Church of God - Community Outreach Mission),conditionsOfAccess,"""Anyone can access this program."""
Food Distribution (The Greater Philadelphia Community Alliance),latitude,39.923234
Food Distribution (The Greater Philadelphia Community Alliance),language,Spanish
Food Distribution (The Greater Philadelphia Community Alliance),cost,Free
Food Distribution (The Greater Philadelphia Community Alliance),audience,AnyoneInNeed
Food Distribution (The Greater Philadelphia Community Alliance),language,English
Food Distribution (The Greater Philadelphia Community Alliance),category,FoodPantry
Food Distribution (The Greater Philadelphia Community Alliance),category,EmergencyFood
Food Distribution (The Greater Philadelphia Community Alliance),language,Vietnamese
Food Distribution (The Greater Philadelphia Community Alliance),audience,LowIncome
Food Distribution (The Greater Philadelphia Community Alliance),availability,Available
Food Distribution (The Greater Philadelphia Community Alliance),category,EmergencyFood
Food Distribution (The Greater Philadelphia Community Alliance),language,AmericanSignLanguage
Food Distribution (The Greater Philadelphia Community Alliance),category,FoodPantry
Food Distribution (The Greater Philadelphia Community Alliance),language,Khmer
Food Distribution (The Greater Philadelphia Community Alliance),audience,AllAges
Food Distribution (The Greater Philadelphia Community Alliance),service type,Food
Food Distribution (The Greater Philadelphia Community Alliance),postalCode,"""19148"""
Food Distribution (The Greater Philadelphia Community Alliance),url,"""https://www.twitter.com/@UCPhilly"""
Food Distribution (The Greater Philadelphia Community Alliance),url,"""https://www.facebook.com/UCSEP"""
Food Distribution (The Greater Philadelphia Community Alliance),identifier,"""Food Distribution (The Greater Philadelphia Community Alliance)_5802794918608896"""
Food Distribution (The Greater Philadelphia Community Alliance),name,""""""
Food Distribution (The Greater Philadelphia Community Alliance),name,"""Food Distribution (The Greater Philadelphia Community Alliance)"""
Food Distribution (The Greater Philadelphia Community Alliance),hasMap,XMLSchema#anyUri
Food Distribution (The Greater Philadelphia Community Alliance),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Food Distribution (The Greater Philadelphia Community Alliance),provider,Food Distribution (The Greater Philadelphia Community Alliance)
Food Distribution (The Greater Philadelphia Community Alliance),address,"""2029 South 8th Street, Philadelphia, PA 19148"""
Food Distribution (The Greater Philadelphia Community Alliance),longitude,XMLSchema#decimal
Food Distribution (The Greater Philadelphia Community Alliance),availableChannel,AB-Food Distribution (The Greater Philadelphia Community Alliance)
Food Distribution (The Greater Philadelphia Community Alliance),availableChannel,P-Food Distribution (The Greater Philadelphia Community Alliance)
Food Distribution (The Greater Philadelphia Community Alliance),containedInPlace,19148
Food Distribution (The Greater Philadelphia Community Alliance),description,Food Distribution (The Greater Philadelphia Community Alliance)
Food Distribution (The Greater Philadelphia Community Alliance),telephone,"""tel:+1-215-468-1645"""
Food Distribution (The Greater Philadelphia Community Alliance),text,"""""""We are currently signing up seniors who are 60 years+ for FREE SENIOR FOOD BOXES from our Houston Center location - 2029 S 8th St. Please reach out to us to sign up!Houston Center2029 S 8th St215-468-1645SOUTH PHILLY FOOD DISTRIBUTION SITESSEAMAAC - 1711 S Broad St - Mondays and Tuesdays 10-2pm - 215-467-0690South Philadelphia High School - 2101 Broad St - Fridays 2-3:30pm - 215-847 -5154Church of Pentecost - 2530 Wharton St - Wednesdays through Fridays 11am-2pm - 215-372-7307Young Chances Foundation - 2703 Tasker St - Thursdays 11am-4pm - 267-585-2923Mighty Writers El Futuro - 1025 S 9th St - Mondays through Fridays 11:30am-1pm - 215-602-0236Macaroni Older Adult Program (60 or older must reserve ahead) - 2433 S 15th St - 215-765-9040South Philly Older Adult Center (55 or older, no reservation necessary) - 1430 E Passyunk Ave - 215-685-1697Philadelphia Senior Center Avenue of the Arts - 509 S Broad St (60 or older) - 509 S Broad St - 215-546-5879St Edmonds Senior Community Center (60 or older) - 2130 S 21st St - 215-790-9530"""""""
Food Distribution (The Greater Philadelphia Community Alliance),xmlschema11-2#time,"""Friday from 08:30 to 18:00"""
Food Distribution (The Greater Philadelphia Community Alliance),xmlschema11-2#time,"""Saturday Closed"
Food Distribution (The Greater Philadelphia Community Alliance),xmlschema11-2#time,"""Thursday from 08:30 to 18:00"""
Food Distribution (The Greater Philadelphia Community Alliance),xmlschema11-2#time,"""Tuesday from 08:30 to 18:00"""
Food Distribution (The Greater Philadelphia Community Alliance),xmlschema11-2#time,"""Sunday Closed"
Food Distribution (The Greater Philadelphia Community Alliance),xmlschema11-2#time,"""Wednesday from 08:30 to 18:00"""
Food Distribution (The Greater Philadelphia Community Alliance),xmlschema11-2#time,"""Monday from 08:30 to 18:00"""
Food Distribution (The Greater Philadelphia Community Alliance),conditionsOfAccess,"""Follow the Next Steps to find out if this program has eligibility criteria."""
Food Pantry (Mission of St. Joan of Arc),latitude,39.9979138
Food Pantry (Mission of St. Joan of Arc),audience,Families
Food Pantry (Mission of St. Joan of Arc),cost,Free
Food Pantry (Mission of St. Joan of Arc),audience,AnyoneInNeed
Food Pantry (Mission of St. Joan of Arc),audience,Individuals
Food Pantry (Mission of St. Joan of Arc),language,English
Food Pantry (Mission of St. Joan of Arc),category,FoodPantry
Food Pantry (Mission of St. Joan of Arc),audience,AllAges
Food Pantry (Mission of St. Joan of Arc),category,FoodPantry
Food Pantry (Mission of St. Joan of Arc),availability,Available
