node_id,node_attr
492,"""Serves families seeking emergency housing."""
493,Residential Maternity Shelter (Mothers' Home)
494,"""Residential Maternity Shelter (Mothers' Home)_6697255720189952"""
495,"""Residential Maternity Shelter (Mothers' Home)"""
496,"""51 North MacDade Blvd, Darby, PA 19023"""
497,AB-Residential Maternity Shelter (Mothers' Home)
498,P-Residential Maternity Shelter (Mothers' Home)
499,Men's Shelter (Philly House)
500,39.958175
501,"""19107"""
502,"""https://www.facebook.com/phillyhomeless"""
503,"""https://www.twitter.com/@phillyhomeless"""
504,"""Men's Shelter (Philly House)_5704371963166720"""
505,"""Men's Shelter (Philly House)"""
506,"""302 North 13th Street, Philadelphia, PA 19107"""
507,AB-Men's Shelter (Philly House)
508,P-Men's Shelter (Philly House)
509,19107
510,"""tel:+1-215-922-6400"""
511,"""Sunday Breakfast Rescue Mission strives to meet the physical needs of the homeless and hurting men in Philadelphia through emergency shelter services that provide safe beds and nutritious meals to their homeless guests 365 days a year. Services:- Temporary Shelter- Meals- Shower- Case Management Sunday Breakfast Rescue Mission includes an intake assessment of eligibility and service needs of persons and families presenting for placement into emergency housing. You must go through a central intake assessment before placement into the homeless housing system. To receive a bed, please arrive at 7:00 PM. Intake closes at 8:00 PM. You do not need to call ahead. Men are able to stay with us for thirty days at a time."""
512,"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)"
513,39.968264
514,HelpPayForUtilities
515,LimitedEnglish
516,HelpPayForHousing
517,Spanish
518,"""https://www.facebook.com/pages/Philadelphia-PA/City-of-Philadelphia/23587514958"""
519,"""City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)_6101823548030976"""
520,"""City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)"""
521,"""1401 John F Kennedy Boulevard 10th floor, Philadelphia, PA 19102"""
522,"AB-City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)"
523,"P-City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)"
524,"""tel:+1-215-686-7175"""
525,"""The City of Philadelphia - Office of Homeless Services provides limited emergency financial assistance and/or emergency response for families and individuals displaced or experiencing homelessness and residents with court-ordered evictions.This program provides:- Mediation- Financial Counseling- Problem solving- One-time payment for move-in costs (security deposit, first and last monthâ€™s rent)- Up to 12 months of rental assistance with housing case management- Emergency Housing (shelter)Assistance is available for residents displaced by disasters, natural and otherwise. Due to high call volume, OHS staff will return calls within 5 to 10 business days. Assistance is based on funding availability.Please call for updated information on available funding for assistance."""
526,"""This program helps people with income at or below 125% of federal poverty guidelines.', 'Must be experiencing a financial crisis and at imminent risk of becoming homeless. OR', 'Received a court eviction hearing notice or court-ordered eviction. OR', 'Received a notice to vacate from landlord. OR', 'Lack family and financial resources, placing you at risk for homelessness. OR', 'Have the ability to sustain housing after receiving assistance."""
527,Emergency Shelter (Gaudenzia)
528,39.9619265
529,"""https://www.facebook.com/gaudenziaorg/"""
530,"""https://www.twitter.com/@Gaudenzia"""
531,"""Emergency Shelter (Gaudenzia)_6571638428270592"""
532,"""Emergency Shelter (Gaudenzia)"""
533,"""This program covers residents of the following cities: Washington, DC, Claymont, DE and Philadelphia, PA."""
534,AB-Emergency Shelter (Gaudenzia)
535,P-Emergency Shelter (Gaudenzia)
536,"""tel:+1-833-976-4357"""
537,"""Gaudenzia provides temporary shelter and services to meet basic needs when individuals fall on hard times and have nowhere left to go.This program provides:- Temporary shelterThe shelter provides the following additional services: - Meals- Showers"""
538,Navigation Center (Horizon House)
539,"""Navigation Center (Horizon House)_6224216144216064"""
540,"""Navigation Center (Horizon House)"""
541,"""5901 Market Street, Philadelphia, PA 19104"""
542,AB-Navigation Center (Horizon House)
543,P-Navigation Center (Horizon House)
544,"""tel:+1-215-222-2466"""
545,"""Navigation Center offers service-resistant homeless individuals the chance to gain stability by offering to meet their immediate needs by providing basic human services.Services include:- Temporary shelter- Food- Showers - Season-appropriate clothing- Resources for other human servicesFor more information, please call the Outreach Coordination Center's 24-hour hotline: 215-232-1984."""
546,"""This program serves people experiencing homelessness."""
547,Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice)
548,39.9561156
549,"""https://www.facebook.com/saintjohnshospice"""
550,"""Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice)_5112554392387584"""
551,"""Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice)"""
552,"""1221 Race St, Philadelphia, PA 19107"""
553,AB-Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice)
554,P-Coffee House (Catholic Social Services of the Archdiocese of Philadelphia - Saint John's Hospice)
555,"""tel:+1-215-563-7763"""
556,"""The Coffee House provides a safe resting and sleeping environment for chronically homeless men who typically avoid shelter living.This program provides:- Overnight shelterAdditional services:- Warm meal- Beverages- Restrooms- ShowersIf you are interested in staying at the SJH Coffee House, report to at the corner of N. Camac and Race Streets at 10 pm."""
557,"""Wednesday from 20:30 to 17:00"""
558,"""Thursday from 20:30 to 17:00"""
559,"""Friday from 20:30 to 17:00"""
560,"""Monday from 20:30 to 17:00"""
561,"""Tuesday from 20:30 to 17:00"""
562,"""This program helps homeless men."""
563,Drop In Center (Prevention Point Philadelphia)
564,39.9927854
565,AddictionAndRecovery
566,"""19134"""
567,"""https://www.facebook.com/preventionpointphiladelphia"""
568,"""https://www.twitter.com/@preventionpp"""
569,"""Drop In Center (Prevention Point Philadelphia)_5089660355477504"""
570,"""Drop In Center (Prevention Point Philadelphia)"""
571,"""2915 Kensington Avenue, Philadelphia, PA 19134"""
572,AB-Drop In Center (Prevention Point Philadelphia)
573,P-Drop In Center (Prevention Point Philadelphia)
574,19134
575,"""tel:+1-215-634-5272"""
576,"""The Drop In Center strives to be free of judgment, allowing people of all backgrounds to come in and relax. The Drop In Center is in many ways the gateway through which participants are connected to the many services provided by PPP. This program provides:- Case management- HIV/HCV testing and counseling- Mail services- Legal clinic- Medical services- CRAFT (links participants to addiction treatment)- Specialized surveys - MealsThe Drop In Center is open five days a week and provides daily respite for clients from outside weather."""
577,"""Friday from 05:00 to 14:00"""
578,"""Wednesday from 05:00 to 14:00"""
579,"""Thursday from 05:00 to 14:00"""
580,"""Tuesday from 05:00 to 14:00"""
581,"""This program serves residents in Philadelphia county, PA."""
582,"Station House Intake Center Services (SELF, Inc.)"
583,"""Station House Intake Center Services (SELF, Inc.)_6354456388829184"""
584,"""Station House Intake Center Services (SELF, Inc.)"""
585,"AB-Station House Intake Center Services (SELF, Inc.)"
586,"P-Station House Intake Center Services (SELF, Inc.)"
587,"""Centralized Homeless Intake Services includes an assessment of eligibility and service needs of persons and families presenting for placement into emergency housing. If eligible, persons and families are placed in appropriate emergency housing, boarding homes, or other alternative housing. Services include:- Temporary shelter- Ongoing case management services- Assistance with obtaining transitional and/or permanent housing- Supportive housing for special populations- An optional savings program which allows households to save a part of their income for future housing expensesMental health assessments and referrals to drug/alcohol treatment, health services, children and youth services, legal services and veteranâ€™s services, etc., are provided as needed to clients of the program.- Connecting Services to other community resources- ScreeningIf you are currently experiencing homelessness, please call us during business hours. You must go through central intake for an initial assessment of your housing needs before placement into the homeless housing system."""
588,"""Thursday Closed"
589,"""Saturday from 17:00 to 23:00"""
590,"""Tuesday Closed"
591,"""Monday Closed"
592,"""Wednesday Closed"
593,"""Sunday from 17:00 to 23:00"""
594,"""We serve single men experiencing homelessness."""
595,Kailo Haven (Resources for Human Development RHD - Pennsylvania)
596,"""Kailo Haven (Resources for Human Development RHD - Pennsylvania)_5552002522939392"""
597,"""Kailo Haven (Resources for Human Development RHD - Pennsylvania)"""
598,AB-Kailo Haven (Resources for Human Development RHD - Pennsylvania)
599,P-Kailo Haven (Resources for Human Development RHD - Pennsylvania)
600,"Outley House (SELF, Inc.)"
601,39.9506585
602,HelpFindHealthcare
603,HelpFindSchool
604,"""https://www.facebook.com/SELFIncorp/"""
605,"""https://www.twitter.com/@SelfInc1"""
606,"""Outley House (SELF, Inc.)_5992920927698944"""
607,"""Outley House (SELF, Inc.)"""
608,"""1211 Chestnut Street, Philadelphia, PA 19107"""
609,"AB-Outley House (SELF, Inc.)"
610,"P-Outley House (SELF, Inc.)"
611,"""tel:+1-215-496-9610"""
612,"""Outley House serves single, adult men who are experiencing homelessness and are between the ages of 18 and 70+ years old. Their staff work tirelessly to help clients get back on their feet and start along the path to independence.This program provides:- Help find housing- Temporary shelter- Case managementThey also offer:- Behavioral and physical health services- Education opportunities- Independent living preparation- Access to resources and community contacts"""
613,"""Must be male and homeless', 'Must have a referral from The Office of Homeless Services (OHS).', 'This program helps people who are older than 17 years old."""
614,Code Blue (Project HOME)
615,39.9540966
616,HelpHotlines
617,Transportation
618,"""19102"""
619,"""https://www.twitter.com/@PHLCityHomeless"""
620,"""Code Blue (Project HOME)_5982309675433984"""
621,"""Code Blue (Project HOME)"""
622,"""1401 John F Kennedy Boulevard, Philadelphia, PA 19102"""
623,AB-Code Blue (Project HOME)
624,P-Code Blue (Project HOME)
625,19102
626,"""Project HOME provides an emergency shelter when it issues an emergency warning Code Blue. Code Blue is when the National Weather Service predicts wind chills of 20 degrees or lower or precipitation with temperatures below 32 degrees to preserve the lives of chronically homeless individuals.This program provides:- Short-term emergency shelterCity officials are urging the public to call Homeless Outreach at any time if they see someone who is homeless and sleeping on the street. Homeless outreach teams are available 24 hours a day, seven days a week."""
