subject,relation,object
Emergency Safe Havens (Women Against Abuse),text,"""Women Against Abuseâ€™s two 24-hour emergency safe havens provide free services to survivors of all gender identities and their children who are victims of domestic violence. This program provides:- Up to 90 days of shelter- Case management- Individual & group counseling- Three meals a day- Children's health assessments- Emergency relocation funds (as available)- Adult education & job readiness referrals- After school & summer school programs- On-site child careIf you need emergency housing because of a domestic violence situation, please call the toll-free 24-hour Philadelphia Domestic Violence Hotline (866-723-3014)."""
Emergency Safe Havens (Women Against Abuse),xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
Emergency Safe Havens (Women Against Abuse),xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
Emergency Safe Havens (Women Against Abuse),xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
Emergency Safe Havens (Women Against Abuse),xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
Emergency Safe Havens (Women Against Abuse),xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
Emergency Safe Havens (Women Against Abuse),xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
Emergency Safe Havens (Women Against Abuse),xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
Emergency Safe Havens (Women Against Abuse),conditionsOfAccess,"""For women experiencing domestic violence in the Philadelphia area."""
Human Services (African Family Health Organization AFAHO),latitude,39.9454475
Human Services (African Family Health Organization AFAHO),language,Swahili
Human Services (African Family Health Organization AFAHO),audience,Families
Human Services (African Family Health Organization AFAHO),category,NavigatingTheSystem
Human Services (African Family Health Organization AFAHO),cost,Free
Human Services (African Family Health Organization AFAHO),language,Arabic
Human Services (African Family Health Organization AFAHO),category,CaseManagement
Human Services (African Family Health Organization AFAHO),audience,AllAges
Human Services (African Family Health Organization AFAHO),audience,Immigrants
Human Services (African Family Health Organization AFAHO),category,TemporaryShelter
Human Services (African Family Health Organization AFAHO),language,English
Human Services (African Family Health Organization AFAHO),audience,Refugees
Human Services (African Family Health Organization AFAHO),category,FoodPantry
Human Services (African Family Health Organization AFAHO),audience,Individuals
Human Services (African Family Health Organization AFAHO),language,French
Human Services (African Family Health Organization AFAHO),availability,Available
Human Services (African Family Health Organization AFAHO),category,MentalHealthCare
Human Services (African Family Health Organization AFAHO),language,Kinyarwanda
Human Services (African Family Health Organization AFAHO),language,Yoruba
Human Services (African Family Health Organization AFAHO),service type,Shelter
Human Services (African Family Health Organization AFAHO),postalCode,"""19143"""
Human Services (African Family Health Organization AFAHO),url,"""https://www.twitter.com/@AFAHO"""
Human Services (African Family Health Organization AFAHO),url,"""https://www.facebook.com/The-Salvation-Army-Nampa-Idaho-208522825852957/"""
Human Services (African Family Health Organization AFAHO),identifier,"""Human Services (African Family Health Organization AFAHO)_5355967947210752"""
Human Services (African Family Health Organization AFAHO),name,"""Human Services (African Family Health Organization AFAHO)"""
Human Services (African Family Health Organization AFAHO),name,""""""
Human Services (African Family Health Organization AFAHO),hasMap,XMLSchema#anyUri
Human Services (African Family Health Organization AFAHO),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Human Services (African Family Health Organization AFAHO),provider,Human Services (African Family Health Organization AFAHO)
Human Services (African Family Health Organization AFAHO),address,"""2420 South 45th Street, Philadelphia, PA 19143"""
Human Services (African Family Health Organization AFAHO),longitude,XMLSchema#decimal
Human Services (African Family Health Organization AFAHO),availableChannel,AB-Human Services (African Family Health Organization AFAHO)
Human Services (African Family Health Organization AFAHO),availableChannel,P-Human Services (African Family Health Organization AFAHO)
Human Services (African Family Health Organization AFAHO),containedInPlace,19143
Human Services (African Family Health Organization AFAHO),description,Human Services (African Family Health Organization AFAHO)
Human Services (African Family Health Organization AFAHO),telephone,"""tel:+1-215-546-1232"""
Human Services (African Family Health Organization AFAHO),text,"""AFAHOÕs multi-lingual and bi-cultural case managers assist clients in mitigating the myriad of barriers they face in accessing critical health and social services which play a vital role in their successful integration, improved health, and ability to be self-sufficient."""
Human Services (African Family Health Organization AFAHO),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Human Services (African Family Health Organization AFAHO),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Human Services (African Family Health Organization AFAHO),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Human Services (African Family Health Organization AFAHO),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Human Services (African Family Health Organization AFAHO),xmlschema11-2#time,"""Saturday Closed"
Human Services (African Family Health Organization AFAHO),xmlschema11-2#time,"""Sunday Closed"
Human Services (African Family Health Organization AFAHO),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Human Services (African Family Health Organization AFAHO),conditionsOfAccess,"""This program serves African and Caribbean immigrants/refugees."""
Jane Addams Place (Lutheran Settlement House),latitude,39.9935476
Jane Addams Place (Lutheran Settlement House),latitude,39.9935454
Jane Addams Place (Lutheran Settlement House),category,HelpFindHousing
Jane Addams Place (Lutheran Settlement House),audience,Homeless
Jane Addams Place (Lutheran Settlement House),audience,Female
Jane Addams Place (Lutheran Settlement House),category,Recreation
Jane Addams Place (Lutheran Settlement House),category,TemporaryShelter
Jane Addams Place (Lutheran Settlement House),category,CaseManagement
Jane Addams Place (Lutheran Settlement House),cost,Free
Jane Addams Place (Lutheran Settlement House),language,English
Jane Addams Place (Lutheran Settlement House),audience,WithChildren
Jane Addams Place (Lutheran Settlement House),category,ParentingEducation
Jane Addams Place (Lutheran Settlement House),audience,AllAges
Jane Addams Place (Lutheran Settlement House),category,MedicalCare
Jane Addams Place (Lutheran Settlement House),audience,Mothers
Jane Addams Place (Lutheran Settlement House),category,NavigatingTheSystem
Jane Addams Place (Lutheran Settlement House),category,MentalHealthCare
Jane Addams Place (Lutheran Settlement House),availability,Full
Jane Addams Place (Lutheran Settlement House),category,HealthEducation
Jane Addams Place (Lutheran Settlement House),audience,Families
Jane Addams Place (Lutheran Settlement House),service type,Food
Jane Addams Place (Lutheran Settlement House),service type,Shelter
Jane Addams Place (Lutheran Settlement House),postalCode,"""19133"""
Jane Addams Place (Lutheran Settlement House),postalCode,"""19104"""
Jane Addams Place (Lutheran Settlement House),url,"""https://www.facebook.com/pages/Lutheran-Settlement-House/152800584747421"""
Jane Addams Place (Lutheran Settlement House),url,"""https://www.twitter.com/@LSH1902"""
Jane Addams Place (Lutheran Settlement House),identifier,"""Jane Addams Place (Lutheran Settlement House)_5730442313465856"""
Jane Addams Place (Lutheran Settlement House),name,"""Jane Addams Place (Lutheran Settlement House)"""
Jane Addams Place (Lutheran Settlement House),name,""""""
Jane Addams Place (Lutheran Settlement House),hasMap,XMLSchema#anyUri
Jane Addams Place (Lutheran Settlement House),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Jane Addams Place (Lutheran Settlement House),provider,Jane Addams Place (Lutheran Settlement House)
Jane Addams Place (Lutheran Settlement House),address,"""1007 West Lehigh Avenue,  Philadelphia, PA 19104"""
Jane Addams Place (Lutheran Settlement House),address,"""1007 West Lehigh Avenue, Philadelphia, PA 19104"""
Jane Addams Place (Lutheran Settlement House),longitude,XMLSchema#decimal
Jane Addams Place (Lutheran Settlement House),longitude,XMLSchema#decimal
Jane Addams Place (Lutheran Settlement House),availableChannel,AB-Jane Addams Place (Lutheran Settlement House)
Jane Addams Place (Lutheran Settlement House),availableChannel,P-Jane Addams Place (Lutheran Settlement House)
Jane Addams Place (Lutheran Settlement House),containedInPlace,19133
Jane Addams Place (Lutheran Settlement House),containedInPlace,19104
Jane Addams Place (Lutheran Settlement House),description,Jane Addams Place (Lutheran Settlement House)
Jane Addams Place (Lutheran Settlement House),telephone,"""tel:+1-215-387-2587"""
Jane Addams Place (Lutheran Settlement House),text,"""Jane Addams Place clients are admitted through Centralized Homeless Intake Services operated by the Office of Supportive Housing at the Appletree Family Center at 1430 Cherry Street, 215-686-7150. You must go through central intake for an initial assessment of your housing needs before placement. If you are currently experiencing homelessness, please visit the intake center."""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Sunday Closed"
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Saturday Closed"
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Jane Addams Place (Lutheran Settlement House),xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
Jane Addams Place (Lutheran Settlement House),conditionsOfAccess,"""Centralized Homeless Intake assessment of eligibility required."""
Various Community Events & Programs (Conquerors Community Development Corporation),latitude,39.9463281
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Unemployed
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Adults18
Various Community Events & Programs (Conquerors Community Development Corporation),category,WeatherRelief
Various Community Events & Programs (Conquerors Community Development Corporation),category,Recreation
Various Community Events & Programs (Conquerors Community Development Corporation),category,WeatherRelief
Various Community Events & Programs (Conquerors Community Development Corporation),audience,InDanger
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Spouses
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Employed
Various Community Events & Programs (Conquerors Community Development Corporation),cost,Free
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Parents
Various Community Events & Programs (Conquerors Community Development Corporation),audience,InCrisis
Various Community Events & Programs (Conquerors Community Development Corporation),audience,HomeRenters
Various Community Events & Programs (Conquerors Community Development Corporation),category,CommunitySupportServices
Various Community Events & Programs (Conquerors Community Development Corporation),availability,Full
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Seniors
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Students
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Individuals
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Infants
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Caregivers
Various Community Events & Programs (Conquerors Community Development Corporation),audience,CriminalJusticeHistory
Various Community Events & Programs (Conquerors Community Development Corporation),audience,AnyoneInNeed
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Female
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Adults
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Retirement
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Mothers
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Underinsured
Various Community Events & Programs (Conquerors Community Development Corporation),audience,BenefitRecipients
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Families
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Dependents
Various Community Events & Programs (Conquerors Community Development Corporation),language,English
Various Community Events & Programs (Conquerors Community Development Corporation),audience,HomeOwners
Various Community Events & Programs (Conquerors Community Development Corporation),audience,LowIncome
Various Community Events & Programs (Conquerors Community Development Corporation),audience,YoungAdults
Various Community Events & Programs (Conquerors Community Development Corporation),category,CommunitySupportServices
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Dropouts
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Fathers
Various Community Events & Programs (Conquerors Community Development Corporation),category,ExerciseAndFitness
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Male
Various Community Events & Programs (Conquerors Community Development Corporation),audience,WithChildren
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Uninsured
Various Community Events & Programs (Conquerors Community Development Corporation),audience,AllAges
Various Community Events & Programs (Conquerors Community Development Corporation),category,Recreation
Various Community Events & Programs (Conquerors Community Development Corporation),category,ExerciseAndFitness
Various Community Events & Programs (Conquerors Community Development Corporation),category,ComputerOrInternetAccess
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Teens
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Covid19
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Emergency
Various Community Events & Programs (Conquerors Community Development Corporation),audience,Children
Various Community Events & Programs (Conquerors Community Development Corporation),category,ComputerOrInternetAccess
Various Community Events & Programs (Conquerors Community Development Corporation),audience,NearHomeless
Various Community Events & Programs (Conquerors Community Development Corporation),service type,Shelter
Various Community Events & Programs (Conquerors Community Development Corporation),postalCode,"""19143"""
Various Community Events & Programs (Conquerors Community Development Corporation),url,"""https://www.twitter.com/@vcc_philly"""
Various Community Events & Programs (Conquerors Community Development Corporation),url,"""https://www.facebook.com/CCDCPhilly/"""
Various Community Events & Programs (Conquerors Community Development Corporation),identifier,"""Various Community Events & Programs (Conquerors Community Development Corporation)_5390636500647936"""
Various Community Events & Programs (Conquerors Community Development Corporation),name,"""Various Community Events & Programs (Conquerors Community Development Corporation)"""
Various Community Events & Programs (Conquerors Community Development Corporation),name,""""""
Various Community Events & Programs (Conquerors Community Development Corporation),hasMap,XMLSchema#anyUri
Various Community Events & Programs (Conquerors Community Development Corporation),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Various Community Events & Programs (Conquerors Community Development Corporation),provider,Various Community Events & Programs (Conquerors Community Development Corporation)
Various Community Events & Programs (Conquerors Community Development Corporation),address,"""5220 Whitby Avenue, Philadelphia, PA 19143"""
Various Community Events & Programs (Conquerors Community Development Corporation),longitude,XMLSchema#decimal
Various Community Events & Programs (Conquerors Community Development Corporation),availableChannel,AB-Various Community Events & Programs (Conquerors Community Development Corporation)
Various Community Events & Programs (Conquerors Community Development Corporation),availableChannel,P-Various Community Events & Programs (Conquerors Community Development Corporation)
Various Community Events & Programs (Conquerors Community Development Corporation),containedInPlace,19143
Various Community Events & Programs (Conquerors Community Development Corporation),description,Various Community Events & Programs (Conquerors Community Development Corporation)
Various Community Events & Programs (Conquerors Community Development Corporation),telephone,"""tel:+1-215-474-2717"""
Various Community Events & Programs (Conquerors Community Development Corporation),text,"""The Conquerors Community Development Corporation (CCDC) hosts Various Community Events & Programs that help to elevate the quality of life for the West and Southwest Philadelphia communities.  We host the 51st Ward Register Community Organization (RCO) Mondays 6pm-8pm and a number of other Community engagement events throughout the year with the following being held annually:1) Community Health Fair â€“ A host of healthcare agencies provide access to a wide-range of information and services for our neighbors.2) Back 2 School Community Day â€“ The CCDC partners with Victory Christian Center for our back-to-school event which includes refreshments, activities and entertainment for kids, parents and guardians. We provide information about programs and services for children, new backpacks, and school supplies.3) Senior Thanksgiving Luncheon â€“ In partnership with the United Block Captains Association (UBCA) and Victory Christian Center, we host a Thanksgiving Dinner style luncheon for the senior in the neighborhood.4) Christmas at Victory Village â€“ Through our annual Toy Drive at Victory Christian Center and with Coats received from the YMCA in partnership with Auto Dealers CARing for Kids Foundation, we provide a new coat, a toy, and book for children in need. This is a festive and lively event that includes food, music and entertainment for families during the holiday season."""
Various Community Events & Programs (Conquerors Community Development Corporation),xmlschema11-2#time,"""Sunday Closed"
Various Community Events & Programs (Conquerors Community Development Corporation),xmlschema11-2#time,"""Saturday Closed"
Various Community Events & Programs (Conquerors Community Development Corporation),xmlschema11-2#time,"""Tuesday from 09:00 to 17:00"""
Various Community Events & Programs (Conquerors Community Development Corporation),xmlschema11-2#time,"""Thursday from 09:00 to 17:00"""
Various Community Events & Programs (Conquerors Community Development Corporation),xmlschema11-2#time,"""Monday from 09:00 to 17:00"""
Various Community Events & Programs (Conquerors Community Development Corporation),xmlschema11-2#time,"""Wednesday from 09:00 to 17:00"""
Various Community Events & Programs (Conquerors Community Development Corporation),xmlschema11-2#time,"""Friday from 09:00 to 17:00"""
Various Community Events & Programs (Conquerors Community Development Corporation),conditionsOfAccess,""""""
My Brother's House (Bethesda Project),latitude,39.9435134
My Brother's House (Bethesda Project),latitude,39.9435352
My Brother's House (Bethesda Project),audience,AllAges
My Brother's House (Bethesda Project),audience,Male
My Brother's House (Bethesda Project),category,TemporaryShelter
My Brother's House (Bethesda Project),category,SafeHousing
My Brother's House (Bethesda Project),cost,Free
My Brother's House (Bethesda Project),language,English
My Brother's House (Bethesda Project),category,MentalHealthCare
My Brother's House (Bethesda Project),category,NavigatingTheSystem
My Brother's House (Bethesda Project),audience,NearHomeless
My Brother's House (Bethesda Project),category,CaseManagement
My Brother's House (Bethesda Project),audience,Homeless
My Brother's House (Bethesda Project),category,SubstanceAbuseCounseling
My Brother's House (Bethesda Project),availability,Available
My Brother's House (Bethesda Project),category,Meals
My Brother's House (Bethesda Project),audience,AllMentalHealth
My Brother's House (Bethesda Project),service type,Mental Health
My Brother's House (Bethesda Project),service type,Shelter
My Brother's House (Bethesda Project),service type,Food
My Brother's House (Bethesda Project),postalCode,"""19146"""
My Brother's House (Bethesda Project),url,"""https://www.twitter.com/@Bethesda_Proj"""
My Brother's House (Bethesda Project),url,"""https://www.facebook.com/BethesdaProject/"""
My Brother's House (Bethesda Project),identifier,"""My Brother's House (Bethesda Project)_5138871176658944"""
My Brother's House (Bethesda Project),name,""""""
My Brother's House (Bethesda Project),name,"""My Brother's House (Bethesda Project)"""
My Brother's House (Bethesda Project),hasMap,XMLSchema#anyUri
My Brother's House (Bethesda Project),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
My Brother's House (Bethesda Project),provider,My Brother's House (Bethesda Project)
My Brother's House (Bethesda Project),address,"""1630 South Street, Philadelphia, PA 19146"""
My Brother's House (Bethesda Project),address,"""609 South 15th Street, Philadelphia, PA 19146"""
My Brother's House (Bethesda Project),longitude,XMLSchema#decimal
My Brother's House (Bethesda Project),longitude,XMLSchema#decimal
My Brother's House (Bethesda Project),longitude,XMLSchema#decimal
My Brother's House (Bethesda Project),availableChannel,AB-My Brother's House (Bethesda Project)
My Brother's House (Bethesda Project),availableChannel,P-My Brother's House (Bethesda Project)
My Brother's House (Bethesda Project),containedInPlace,19146
My Brother's House (Bethesda Project),description,My Brother's House (Bethesda Project)
My Brother's House (Bethesda Project),telephone,"""tel:+1-215-985-1600"""
My Brother's House (Bethesda Project),text,"""My Brother's House program offers a safe heaven that provides pre-recovery housing and an array of supportive services to 20 vulnerable men with chronic mental illness and substance abuse problem. This program provides:- Temporary shelterIn addition to a safe place to stay, resident are provided with:- Meals- Social services"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Sunday Closed"
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Saturday Closed"
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
My Brother's House (Bethesda Project),xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
My Brother's House (Bethesda Project),conditionsOfAccess,"""This program serves homeless men."""
Men's Shelter (The Veterans Group),latitude,39.9619069
Men's Shelter (The Veterans Group),category,Counseling
Men's Shelter (The Veterans Group),audience,Ptsd
Men's Shelter (The Veterans Group),cost,Free
Men's Shelter (The Veterans Group),audience,Veterans
Men's Shelter (The Veterans Group),audience,Homeless
Men's Shelter (The Veterans Group),category,ComputerClass
Men's Shelter (The Veterans Group),category,HelpFindWork
Men's Shelter (The Veterans Group),category,MoreEducation
Men's Shelter (The Veterans Group),audience,Adults18
Men's Shelter (The Veterans Group),availability,Available
Men's Shelter (The Veterans Group),category,Meals
Men's Shelter (The Veterans Group),category,GovernmentBenefits
Men's Shelter (The Veterans Group),language,English
Men's Shelter (The Veterans Group),category,SkillsAndTraining
Men's Shelter (The Veterans Group),category,TemporaryShelter
Men's Shelter (The Veterans Group),category,ResumeDevelopment
Men's Shelter (The Veterans Group),service type,Shelter
Men's Shelter (The Veterans Group),postalCode,"""19104"""
Men's Shelter (The Veterans Group),url,"""https://www.twitter.com/@veterans_group"""
Men's Shelter (The Veterans Group),url,"""https://www.facebook.com/search/results.php?q=the veterans group&init=quick&tas=0.9926988141674462#!/pages/The-Veterans-Group/144681825577008"""
Men's Shelter (The Veterans Group),identifier,"""Men's Shelter (The Veterans Group)_6710596967858176"""
Men's Shelter (The Veterans Group),name,""""""
Men's Shelter (The Veterans Group),name,"""Men's Shelter (The Veterans Group)"""
Men's Shelter (The Veterans Group),hasMap,XMLSchema#anyUri
Men's Shelter (The Veterans Group),areaServed,"""This program covers residents of the following counties: Bucks County, PA, Chester County, PA, Delaware County, PA, Montgomery County, PA and Philadelphia County, PA."""
Men's Shelter (The Veterans Group),provider,Men's Shelter (The Veterans Group)
Men's Shelter (The Veterans Group),address,"""3209 Baring St, Philadelphia, PA 19104"""
Men's Shelter (The Veterans Group),longitude,XMLSchema#decimal
Men's Shelter (The Veterans Group),availableChannel,AB-Men's Shelter (The Veterans Group)
Men's Shelter (The Veterans Group),availableChannel,P-Men's Shelter (The Veterans Group)
Men's Shelter (The Veterans Group),containedInPlace,19104
Men's Shelter (The Veterans Group),description,Men's Shelter (The Veterans Group)
Men's Shelter (The Veterans Group),telephone,"""tel:+1-215-222-4379"""
Men's Shelter (The Veterans Group),text,"""The Veterans Group's Men's Shelter provide shelter for up to 41 men, providing them with a roof over their head, warm meals, and a variety of programs and services.This program provides:- ShelterShelter residents will receive: - Meals- PTSD counseling- Basic skills training"""
Men's Shelter (The Veterans Group),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Men's Shelter (The Veterans Group),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Men's Shelter (The Veterans Group),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Men's Shelter (The Veterans Group),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Men's Shelter (The Veterans Group),xmlschema11-2#time,"""Saturday Closed"
Men's Shelter (The Veterans Group),xmlschema11-2#time,"""Sunday Closed"
Men's Shelter (The Veterans Group),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Men's Shelter (The Veterans Group),conditionsOfAccess,"""This program helps people who are older than 17 years old.', 'Must have a referral from your local VA."""
"Station House Shelter (SELF, Inc.)",latitude,39.9923482
"Station House Shelter (SELF, Inc.)",category,CaseManagement
"Station House Shelter (SELF, Inc.)",language,English
"Station House Shelter (SELF, Inc.)",audience,Emergency
"Station House Shelter (SELF, Inc.)",category,OneOnOneSupport
"Station House Shelter (SELF, Inc.)",cost,Free
"Station House Shelter (SELF, Inc.)",availability,Available
"Station House Shelter (SELF, Inc.)",audience,Seniors
"Station House Shelter (SELF, Inc.)",category,TemporaryShelter
"Station House Shelter (SELF, Inc.)",audience,Homeless
"Station House Shelter (SELF, Inc.)",audience,Male
"Station House Shelter (SELF, Inc.)",audience,Adults18
"Station House Shelter (SELF, Inc.)",category,NavigatingTheSystem
"Station House Shelter (SELF, Inc.)",service type,Shelter
"Station House Shelter (SELF, Inc.)",postalCode,"""19132"""
"Station House Shelter (SELF, Inc.)",url,"""None"""
"Station House Shelter (SELF, Inc.)",identifier,"""Station House Shelter (SELF, Inc.)_6293309907009536"""
"Station House Shelter (SELF, Inc.)",name,"""Station House Shelter (SELF, Inc.)"""
"Station House Shelter (SELF, Inc.)",name,""""""
"Station House Shelter (SELF, Inc.)",hasMap,XMLSchema#anyUri
"Station House Shelter (SELF, Inc.)",areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
"Station House Shelter (SELF, Inc.)",provider,"Station House Shelter (SELF, Inc.)"
"Station House Shelter (SELF, Inc.)",address,"""2601 North Broad Street, Philadelphia, PA 19132"""
"Station House Shelter (SELF, Inc.)",longitude,XMLSchema#decimal
"Station House Shelter (SELF, Inc.)",longitude,XMLSchema#decimal
"Station House Shelter (SELF, Inc.)",availableChannel,"AB-Station House Shelter (SELF, Inc.)"
"Station House Shelter (SELF, Inc.)",availableChannel,"P-Station House Shelter (SELF, Inc.)"
"Station House Shelter (SELF, Inc.)",containedInPlace,19132
"Station House Shelter (SELF, Inc.)",description,"Station House Shelter (SELF, Inc.)"
"Station House Shelter (SELF, Inc.)",telephone,"""tel:+1-215-225-9230"""
"Station House Shelter (SELF, Inc.)",text,"""The Station House Shelter is an emergency shelter and after hour intake site providing client service case management, a computer lab, and residential services for 99 men in North Philadelphia. This program provides:- Emergency temporary shelter- Case managementStation House includes an intake assessment of eligibility and service needs of persons and families presenting for placement into emergency housing. You must go through a central intake assessment before placement into the homeless housing system. Intake hours for our emergency shelter occur after 5pm."""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Saturday Closed"
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Sunday Closed"
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Tuesday from 17:00 to 23:00"""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Thursday from 17:00 to 23:00"""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Wednesday from 17:00 to 23:00"""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Friday from 17:00 to 23:00"""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
"Station House Shelter (SELF, Inc.)",xmlschema11-2#time,"""Monday from 17:00 to 23:00"""
"Station House Shelter (SELF, Inc.)",conditionsOfAccess,"""This program serves single men in North Philadelphia who are experiencing homelessness."""
Cooling Centers (City of Philadelphia - Office of Emergency Management),latitude,39.9480231
Cooling Centers (City of Philadelphia - Office of Emergency Management),language,English
Cooling Centers (City of Philadelphia - Office of Emergency Management),availability,Available
Cooling Centers (City of Philadelphia - Office of Emergency Management),audience,Homeless
Cooling Centers (City of Philadelphia - Office of Emergency Management),audience,Families
Cooling Centers (City of Philadelphia - Office of Emergency Management),audience,Individuals
Cooling Centers (City of Philadelphia - Office of Emergency Management),audience,AnyoneInNeed
Cooling Centers (City of Philadelphia - Office of Emergency Management),category,WeatherRelief
Cooling Centers (City of Philadelphia - Office of Emergency Management),audience,AllAges
Cooling Centers (City of Philadelphia - Office of Emergency Management),cost,Free
